ID_NBH,ID_VOUCHER,NGAYDANGBANV
1254,2000,1/19/2022 12:56
1260,3946,5/30/2022 3:45
1262,19,1/31/2020 8:49
1263,2742,5/24/2021 12:52
1265,2163,7/5/2021 22:11
1268,2092,10/17/2021 15:49
1269,2996,1/20/2022 11:37
1272,2973,8/10/2020 10:23
1274,2145,12/7/2020 19:46
1275,2214,12/10/2021 4:14
1277,3391,2/11/2020 15:25
1279,3417,8/5/2021 5:14
1280,3756,3/10/2022 11:50
1281,2490,5/27/2022 10:41
1282,2574,11/21/2022 9:13
1292,3996,8/16/2021 4:21
1293,3422,11/17/2022 19:52
1294,2572,7/29/2022 19:08
1295,1293,3/19/2020 11:38
1305,3122,5/23/2021 4:48
1306,3306,10/6/2022 8:22
1307,3670,8/24/2021 11:49
1308,3133,12/19/2022 7:34
1311,1125,7/12/2020 10:44
1313,2910,10/3/2020 1:33
1314,3577,6/4/2022 17:51
1315,3205,11/12/2020 13:49
1316,851,3/8/2022 12:46
1319,996,11/23/2021 13:30
1321,2952,9/3/2022 5:49
1322,2896,7/17/2022 14:15
1325,857,3/19/2021 16:24
1326,3153,10/16/2021 2:28
1328,3151,8/24/2021 3:16
1329,1589,7/21/2022 11:20
1333,1023,5/30/2021 15:52
1335,2200,11/25/2020 17:00
1336,3834,3/16/2020 16:02
1337,1892,5/6/2020 17:20
1338,2645,7/31/2022 18:06
1340,3635,10/13/2021 12:05
1341,934,9/12/2021 12:21
1342,3830,4/22/2022 4:03
1343,3637,12/3/2022 7:21
1344,324,8/8/2020 7:13
1346,999,5/1/2021 20:45
1347,2902,11/23/2022 7:57
1348,1420,10/11/2022 6:10
1350,2008,8/14/2020 23:06
1351,1520,4/20/2021 20:54
1352,1629,3/15/2021 6:59
1353,3679,9/18/2021 19:34
1354,234,7/28/2020 12:34
1357,3132,11/19/2022 7:36
1358,2395,3/28/2022 5:18
1363,1083,12/28/2020 14:55
1365,3737,9/9/2022 6:21
1367,3479,4/16/2022 2:38
1368,1670,7/31/2022 21:56
1369,1665,8/29/2020 2:14
1370,2409,4/5/2022 21:20
1371,1725,5/4/2020 2:18
1373,2187,11/4/2020 20:33
1376,2015,3/17/2021 18:45
1377,3139,4/28/2021 2:26
1378,1095,9/19/2020 9:02
1379,141,6/21/2020 17:30
1380,3167,8/30/2021 9:32
1382,880,8/27/2022 12:02
1386,2498,11/21/2021 20:57
1388,3694,4/15/2020 20:36
1390,2606,4/11/2022 10:21
1391,2471,11/4/2020 4:16
1392,3522,6/2/2022 21:03
1393,120,5/12/2022 0:55
1395,1270,12/23/2020 7:12
1397,3477,8/8/2022 5:31
1398,1556,10/12/2021 19:21
1402,3955,11/1/2021 6:23
1403,2638,5/3/2020 2:04
1405,3579,8/21/2022 23:41
1407,2082,9/12/2022 9:49
1411,3784,9/14/2020 2:51
1412,829,7/2/2022 23:03
1416,2184,6/10/2022 3:30
1417,812,11/3/2022 12:48
1420,2071,1/20/2021 4:59
1422,3892,11/17/2021 14:57
1424,2201,12/12/2021 17:42
1425,3675,6/14/2020 14:23
1428,3251,1/25/2021 4:55
1429,2110,11/20/2022 21:49
1431,3410,3/8/2021 11:10
1432,1869,9/12/2022 5:58
1434,3301,9/3/2020 16:47
1437,3157,4/30/2021 11:54
1438,3090,8/16/2021 22:02
1442,2916,5/17/2022 15:42
1443,183,10/5/2022 19:37
1446,3872,3/2/2021 11:20
1447,2586,7/9/2022 6:22
1448,3541,3/20/2021 20:38
1451,2913,3/5/2021 4:09
1452,1775,12/30/2020 12:18
1453,3394,12/27/2020 0:00
1454,1624,6/27/2020 6:47
1455,3409,6/27/2021 8:42
1457,628,11/11/2020 7:15
1459,3583,8/19/2022 19:44
1466,3616,1/22/2020 6:55
1467,3142,7/24/2020 3:43
1469,535,1/26/2021 17:38
1470,3161,4/16/2022 6:08
1474,3783,7/19/2022 16:49
1477,3167,9/12/2022 1:16
1480,1099,5/9/2021 11:43
1485,343,11/23/2021 4:28
1487,3011,4/21/2021 15:33
1488,1022,8/12/2022 22:49
1490,778,12/7/2021 6:26
1493,1689,9/9/2021 3:09
1495,1752,12/25/2020 2:56
1496,783,7/27/2022 5:20
1503,2167,5/17/2021 12:10
1505,2569,5/21/2021 23:02
1506,1250,5/22/2021 15:26
1507,3570,5/21/2022 15:59
1509,1199,5/10/2022 20:45
1512,2853,8/27/2022 15:11
1513,979,3/21/2022 20:29
1514,3055,1/6/2020 20:14
1516,1735,2/25/2020 7:12
1518,679,2/17/2020 2:23
1521,3880,2/7/2022 7:28
1528,2712,10/3/2020 17:18
1529,3916,1/27/2022 4:01
1530,3787,3/10/2020 6:03
1531,2460,7/11/2022 3:38
1534,580,9/15/2021 15:17
1535,3656,8/26/2020 20:41
1536,1114,7/5/2022 14:18
1538,1892,3/12/2022 10:00
1539,3456,10/29/2022 11:34
1541,244,11/16/2020 7:24
1543,2505,1/30/2020 7:06
1545,870,9/14/2022 3:47
1546,1966,8/10/2021 4:48
1550,2992,7/18/2022 17:10
1552,2979,8/3/2022 19:12
1553,3857,8/19/2020 20:04
1554,474,7/10/2020 23:53
1557,2791,12/11/2020 16:40
1558,3284,7/31/2020 13:37
1559,2385,8/22/2020 4:34
1561,128,8/29/2020 15:29
1563,1744,12/27/2021 8:09
1565,2849,9/18/2022 10:57
1566,2719,10/30/2021 23:06
1567,2105,9/22/2022 6:02
1571,1121,1/12/2020 0:17
1572,1172,2/4/2020 19:55
1576,3695,10/9/2021 15:55
1577,3675,12/13/2021 15:32
1578,945,8/25/2022 2:56
1579,2433,3/4/2020 22:49
1580,77,11/9/2021 4:30
1584,1866,12/15/2022 13:55
1586,728,12/28/2022 15:15
1590,352,7/3/2020 11:23
1594,1376,6/28/2021 6:35
1596,827,3/30/2020 4:58
1597,573,4/1/2020 19:18
1598,3224,6/17/2020 4:25
1599,1824,9/8/2022 23:23
1600,3291,3/5/2022 8:30
1601,955,6/24/2021 21:06
1608,2177,9/30/2020 9:50
1612,1714,2/7/2022 15:42
1620,3044,9/27/2020 17:57
1621,651,4/21/2020 11:26
1623,1102,3/29/2020 3:17
1625,1488,10/20/2021 12:33
1634,3721,5/9/2021 15:48
1635,2737,5/8/2020 20:26
1636,2707,9/15/2020 3:34
1637,1783,11/19/2022 21:52
1639,410,9/3/2022 23:06
1646,3137,4/25/2022 22:36
1647,1968,7/16/2022 17:49
1648,3392,6/15/2020 22:22
1651,2129,5/11/2022 6:56
1652,1790,11/9/2022 15:39
1653,3835,11/18/2021 6:47
1659,2429,8/22/2022 9:41
1661,1704,9/24/2021 15:31
1662,1607,11/5/2021 15:49
1666,3560,12/1/2022 15:35
1667,1355,2/23/2021 22:48
1668,3684,11/24/2022 4:36
1669,3504,5/27/2022 2:59
1672,3705,9/1/2020 4:26
1673,3267,8/19/2022 14:29
1675,138,12/2/2020 12:43
1677,3532,3/8/2021 10:12
1680,1768,5/8/2020 19:14
1681,570,12/5/2021 16:26
1682,1777,6/15/2022 20:41
1685,3212,3/25/2021 17:30
1694,931,8/27/2020 16:56
1695,988,6/26/2020 14:08
1696,3998,1/23/2020 14:02
1700,3509,8/2/2020 21:08
1701,852,1/26/2020 14:49
1702,3605,8/15/2020 3:16
1704,896,4/12/2022 20:38
1705,2122,3/18/2022 12:22
1706,1904,11/17/2021 19:40
1707,2221,11/5/2020 0:00
1708,2189,9/18/2021 7:29
1711,3603,11/16/2020 4:00
1713,1193,7/4/2020 14:41
1714,3474,10/9/2021 12:12
1716,1516,6/16/2021 3:48
1717,318,8/28/2022 1:33
1718,3393,2/22/2020 6:49
