ID_NBH,ID_SP,NGAYDANGBANSP
211,2795,7/29/2021 11:47
212,5970,5/20/2021 0:24
213,2762,5/11/2020 17:57
214,3328,6/15/2020 18:15
215,2140,7/29/2020 4:27
216,6388,2/1/2021 12:04
217,6778,3/14/2021 21:34
218,8445,1/1/2020 18:44
219,9920,7/24/2021 11:09
220,3190,3/17/2020 6:25
221,7529,1/22/2020 22:43
222,3320,6/23/2020 14:17
223,1874,3/28/2020 16:37
224,3309,4/22/2021 0:16
225,3937,12/17/2021 0:44
226,9672,9/10/2021 15:51
227,4533,6/9/2020 5:06
228,8220,4/10/2021 8:42
229,880,10/17/2021 23:34
230,6166,8/21/2020 21:04
231,3233,11/19/2020 1:52
232,7873,8/22/2021 6:06
233,7382,4/16/2020 11:26
234,9111,7/15/2021 18:08
235,2258,5/29/2021 6:12
236,6389,2/16/2021 3:49
237,1658,7/5/2020 10:33
238,4593,8/3/2020 23:51
239,8535,5/23/2021 21:56
240,3977,12/18/2021 8:43
241,6588,11/17/2020 13:31
242,7707,3/17/2021 15:23
243,1139,3/31/2020 16:18
244,3699,1/20/2021 18:36
245,5783,3/25/2020 20:36
246,9366,7/7/2020 10:39
247,3664,7/16/2020 13:36
248,2895,4/20/2020 6:46
249,3914,3/3/2021 23:14
250,112,3/21/2021 5:48
251,668,11/22/2020 22:17
252,2823,2/29/2020 10:17
253,6058,4/28/2021 14:39
254,8732,8/26/2021 23:34
255,4558,8/31/2021 7:28
256,9071,4/13/2021 21:42
257,6213,11/11/2020 21:58
258,767,4/25/2020 12:45
259,4286,1/11/2021 5:17
260,6619,5/17/2020 16:01
261,8869,3/30/2021 4:17
262,1528,10/5/2020 5:35
263,6806,11/28/2021 1:59
264,5712,4/5/2020 20:22
265,9700,3/2/2020 14:50
266,2798,8/7/2020 16:06
267,8556,10/15/2021 20:50
268,3021,1/1/2021 13:30
269,2734,9/8/2021 13:35
270,9501,5/10/2020 20:22
271,3614,3/7/2021 10:07
272,9396,9/15/2021 3:23
273,1867,7/12/2020 15:05
274,3987,7/5/2020 13:00
275,5995,11/13/2020 3:44
276,4251,9/26/2021 10:50
277,5576,3/22/2021 2:02
278,3955,8/4/2020 5:45
279,8407,10/3/2020 0:33
280,2813,1/23/2021 12:44
281,6202,4/26/2020 19:50
282,3945,1/29/2020 5:12
283,8923,5/2/2020 15:36
284,331,6/16/2020 16:45
285,4,11/23/2020 12:30
286,7362,9/30/2021 14:16
287,5547,3/13/2021 16:49
288,2419,10/6/2021 2:11
289,4582,11/28/2021 0:37
290,8473,11/15/2020 13:08
291,2793,5/21/2020 5:27
292,7909,1/10/2020 22:34
293,2927,11/1/2020 18:39
294,905,7/2/2020 15:03
295,7363,12/21/2021 1:22
296,1588,3/29/2021 3:49
297,4319,10/20/2021 8:18
298,450,5/3/2021 0:30
299,3232,8/22/2021 0:07
300,3207,7/19/2021 15:40
301,6497,11/2/2020 8:28
302,6651,3/14/2020 22:43
303,5478,7/15/2020 17:12
304,5209,4/18/2021 3:21
305,1291,6/19/2020 7:27
306,7670,3/12/2020 19:50
307,208,4/10/2020 1:59
308,1167,1/24/2021 16:21
309,1171,8/22/2021 5:07
310,4413,1/14/2020 8:36
311,5117,7/1/2021 14:39
312,5887,11/16/2020 15:13
313,6618,1/14/2021 4:30
314,1145,4/1/2020 20:25
315,4159,3/14/2020 13:29
316,8736,6/2/2021 16:25
317,7673,6/15/2021 20:26
318,6820,2/27/2020 7:45
319,3002,6/28/2020 15:09
320,831,12/20/2021 8:01
321,3500,7/27/2021 19:34
322,743,9/10/2020 11:48
323,6317,4/9/2020 19:43
324,4298,12/28/2020 10:17
325,3261,1/21/2020 13:26
326,2152,1/17/2020 10:42
327,1321,1/10/2020 4:42
328,2723,4/28/2021 5:17
329,3819,1/7/2020 15:13
330,9512,8/12/2021 9:36
331,323,3/27/2021 9:45
332,4751,10/27/2020 16:31
333,7738,9/16/2020 15:01
334,4691,3/4/2021 21:00
335,8747,11/27/2021 9:28
336,6326,6/7/2020 18:59
337,5425,11/19/2020 3:03
338,9119,3/4/2020 22:17
339,321,2/5/2021 20:44
340,481,8/25/2020 2:08
341,806,2/9/2021 20:09
342,4776,3/10/2020 2:09
343,4598,6/11/2020 16:50
344,3066,11/9/2021 12:39
345,4770,6/22/2020 18:01
346,9781,4/5/2021 14:17
347,2857,2/24/2021 2:14
348,4006,6/2/2020 2:05
349,4855,2/22/2020 4:29
350,6695,6/29/2020 18:19
351,9043,9/1/2021 3:47
352,9869,6/30/2021 0:03
353,3429,7/26/2021 21:59
354,9155,10/8/2020 11:03
355,638,10/28/2020 22:04
356,1349,7/17/2021 21:30
357,1465,10/5/2020 1:52
358,9934,3/29/2021 17:24
359,558,3/14/2021 15:25
360,4913,6/22/2021 22:27
361,4651,1/18/2020 19:45
362,9639,12/31/2021 3:42
363,2565,11/3/2021 10:57
364,6717,3/22/2021 6:40
365,9814,4/24/2020 0:27
366,7003,5/13/2021 1:19
367,9773,9/9/2021 23:47
368,4372,10/4/2020 6:41
369,4692,8/11/2020 13:35
370,1314,5/26/2020 18:37
371,6318,3/2/2020 23:43
372,9253,8/19/2020 21:52
373,7751,2/21/2020 6:24
374,5397,12/11/2020 5:21
375,8432,1/9/2020 15:46
376,4136,12/16/2021 4:35
377,4033,10/7/2020 16:40
378,5303,1/13/2020 16:16
379,9791,1/10/2020 5:42
380,1651,9/4/2021 17:11
381,9811,7/18/2021 19:48
382,5709,11/4/2020 17:13
383,2350,8/4/2021 14:47
384,9029,8/9/2021 9:54
385,2342,6/21/2020 15:56
386,4830,6/9/2020 15:10
387,3103,1/16/2020 7:38
388,9787,7/11/2021 17:20
389,8775,3/20/2020 0:16
390,1445,6/13/2021 8:04
391,6232,11/25/2020 1:39
392,4783,10/7/2020 10:00
393,600,5/26/2020 23:20
394,1496,12/5/2021 9:41
395,5025,10/7/2021 21:53
396,8115,2/1/2020 17:50
397,8299,7/14/2020 11:30
398,1980,8/30/2020 9:23
399,4620,1/27/2020 5:27
400,863,8/4/2021 20:40
401,8233,4/7/2021 9:48
402,8448,5/2/2020 3:29
403,2134,12/7/2021 5:19
404,4757,8/27/2021 20:09
405,5673,8/4/2021 7:11
406,1370,3/19/2020 8:26
407,6776,12/20/2020 7:38
408,8259,5/28/2021 12:00
409,6192,2/22/2020 8:13
410,7686,1/19/2021 15:54
411,6564,7/26/2021 5:17
412,3805,8/22/2021 9:37
413,2508,12/4/2021 17:52
414,5619,4/22/2021 10:18
415,4462,5/7/2021 13:22
416,1877,2/16/2021 1:12
417,2917,11/19/2020 22:34
418,8013,1/21/2021 10:20
419,2507,1/2/2020 16:25
420,8571,2/5/2020 12:03
421,7809,1/29/2020 8:28
422,6244,6/8/2020 23:01
423,1186,9/21/2020 9:40
424,5144,12/21/2021 23:04
425,9540,4/19/2020 7:49
426,8899,3/6/2020 4:11
427,5412,12/29/2021 2:27
428,1713,6/21/2021 16:36
429,1634,3/16/2021 10:54
430,2460,10/1/2020 15:13
431,8056,7/22/2020 11:55
432,5457,12/25/2021 22:56
433,6186,11/16/2021 7:12
434,5658,11/22/2020 4:30
435,3102,1/22/2021 0:14
436,1657,4/27/2020 22:46
437,8946,10/13/2021 0:16
438,8388,12/11/2020 19:13
439,1971,2/15/2021 0:18
440,1336,4/25/2021 23:23
441,784,4/7/2021 18:55
442,388,1/4/2021 12:44
443,6612,6/7/2021 22:09
444,1579,9/9/2021 2:33
445,7156,12/31/2021 5:14
446,9576,4/11/2021 14:05
447,9139,8/21/2020 16:03
448,67,7/12/2021 1:45
449,211,7/4/2020 22:35
450,5524,9/4/2020 20:23
451,7609,9/9/2020 13:50
452,2238,12/2/2021 16:44
453,3836,10/16/2020 1:48
454,6005,9/7/2020 7:33
455,7904,7/2/2021 2:37
456,989,2/4/2021 13:36
457,4322,4/24/2020 8:54
458,7463,2/4/2020 19:51
459,3724,5/20/2020 22:25
460,1940,10/17/2021 3:20
461,5815,11/1/2020 17:33
462,4561,3/6/2020 0:44
463,432,8/6/2021 9:19
464,5759,5/14/2021 2:54
465,415,10/19/2020 13:31
466,2701,2/15/2021 18:30
467,4082,7/7/2021 11:13
468,9261,7/21/2020 8:44
469,5913,12/3/2021 4:58
470,6328,9/23/2021 16:29
471,4486,1/13/2020 17:35
472,6993,9/3/2020 19:54
473,6287,3/11/2020 5:35
474,4334,7/16/2020 15:54
475,2497,1/22/2020 13:46
476,2225,8/29/2020 16:47
477,3412,8/20/2021 10:42
478,3067,10/25/2021 23:14
479,1734,5/25/2020 14:32
480,5753,11/27/2020 22:18
481,3077,2/24/2021 0:59
482,1369,4/18/2020 1:56
483,9992,10/7/2021 21:13
484,1401,4/28/2021 11:35
485,4803,8/31/2020 12:54
486,6467,7/11/2021 1:44
487,701,2/7/2021 14:38
488,2688,7/1/2020 12:09
489,1739,12/13/2020 21:38
490,8615,11/14/2021 8:42
491,1892,11/27/2020 18:18
492,7445,9/7/2021 13:00
493,5360,8/29/2020 17:07
494,9685,7/9/2020 5:13
495,6540,10/25/2021 19:00
496,4717,5/8/2020 8:07
497,8492,9/7/2021 5:25
498,4641,11/20/2021 16:10
499,8582,3/14/2021 12:32
500,8188,5/30/2020 18:42
501,1801,12/4/2021 5:20
502,3347,3/30/2021 16:18
503,8370,5/1/2020 3:16
504,8900,7/26/2020 14:07
505,1642,3/14/2021 10:59
506,7097,2/6/2020 21:15
507,5602,10/12/2021 11:30
508,9976,5/22/2020 13:30
509,8160,10/20/2021 12:00
510,2385,11/19/2021 6:56
511,2197,4/20/2020 1:45
512,4069,5/8/2020 4:45
513,9748,5/4/2021 2:54
514,4990,7/7/2020 12:56
515,7495,1/17/2021 14:32
516,6279,7/24/2021 13:07
517,3240,3/2/2021 20:00
518,416,11/29/2021 0:02
519,356,1/1/2020 15:37
520,1782,1/3/2020 23:59
521,2594,7/21/2020 5:02
522,4579,8/29/2021 13:12
523,4754,10/5/2021 0:49
524,2475,10/12/2021 21:23
525,7053,4/22/2020 12:21
526,9906,11/19/2020 15:14
527,9821,5/30/2020 0:56
528,8566,9/4/2020 19:42
529,5108,2/12/2020 15:46
530,969,12/6/2020 11:46
531,8955,11/30/2021 23:19
532,732,4/18/2021 15:08
533,8712,2/16/2020 4:19
534,7905,5/15/2020 15:18
535,1085,11/18/2020 0:45
536,2270,9/23/2020 15:22
537,5317,1/27/2021 19:21
538,8223,7/6/2020 18:38
539,4432,5/26/2020 8:03
540,8457,4/16/2021 10:04
541,4074,8/26/2020 0:58
542,3496,4/15/2021 12:23
543,9889,5/11/2021 10:08
544,7357,7/16/2020 4:51
545,9660,2/26/2021 14:24
546,234,1/31/2021 8:10
547,1200,10/16/2020 9:15
548,6248,12/1/2021 0:04
549,1631,1/2/2021 2:16
550,9590,6/1/2021 2:27
551,3791,10/31/2021 13:36
552,1119,6/15/2021 9:33
553,5003,2/1/2021 14:09
554,5588,10/23/2020 4:00
555,2220,7/11/2021 20:10
556,2488,9/27/2020 16:28
557,5571,9/20/2020 8:46
558,8576,5/5/2020 16:48
559,9911,8/20/2020 6:23
560,9462,8/28/2020 2:43
561,7633,12/28/2020 7:36
562,4472,11/15/2020 10:53
563,4592,11/27/2021 4:04
564,6882,7/3/2021 7:20
565,8870,8/10/2021 12:14
566,676,8/31/2021 21:55
567,1543,3/27/2021 9:40
568,2721,11/9/2020 22:05
569,6607,10/4/2021 2:14
570,5962,11/6/2021 22:57
571,8734,8/18/2021 9:05
572,5859,9/28/2021 2:06
573,7657,12/29/2021 2:35
574,3109,12/15/2020 22:36
575,6490,9/7/2020 17:39
576,152,9/24/2020 11:57
577,2590,8/19/2020 18:18
578,8666,5/12/2021 9:39
579,1,6/7/2021 4:32
580,4960,12/7/2020 0:38
581,9886,8/24/2021 20:18
582,4744,8/5/2020 6:53
583,5451,2/28/2021 8:48
584,8451,4/3/2020 23:43
585,5390,6/13/2020 13:07
586,8688,12/1/2020 18:24
587,7886,4/24/2021 8:32
588,2399,12/3/2020 7:10
589,8150,12/2/2021 2:47
590,8290,5/5/2020 0:34
591,6487,8/21/2020 13:59
592,2325,7/24/2021 16:05
593,1493,11/22/2020 16:15
594,8038,10/31/2020 5:00
595,2969,1/20/2021 19:48
596,2456,3/22/2020 7:41
597,150,7/31/2021 5:12
598,8138,10/28/2021 13:59
599,3436,10/17/2020 9:54
600,957,1/28/2021 6:02
601,2070,2/25/2021 14:24
602,3464,5/20/2021 10:16
603,378,9/20/2020 7:38
604,8090,7/7/2021 4:21
605,8083,9/19/2021 9:20
606,1537,6/2/2021 22:25
607,5519,7/27/2021 5:16
608,4720,7/13/2020 22:51
609,6614,8/14/2021 16:56
610,3874,7/13/2020 10:40
611,173,10/11/2020 13:05
612,2198,11/9/2021 15:11
613,1198,4/7/2021 17:47
614,1506,6/28/2020 16:01
615,163,2/19/2021 15:23
616,1005,5/15/2021 17:20
617,4213,11/22/2020 10:54
618,2060,12/2/2021 10:53
619,3853,3/31/2021 7:29
620,713,3/13/2020 7:55
621,7216,5/20/2020 5:55
622,3064,7/16/2020 2:49
623,8700,6/10/2020 23:34
624,4245,9/2/2020 7:27
625,3283,9/28/2020 1:15
626,1122,4/9/2020 22:34
627,9503,12/4/2020 4:41
628,5725,12/9/2020 11:09
629,2777,1/24/2021 0:50
630,1208,5/6/2020 5:40
631,7893,3/22/2020 19:30
632,1130,4/17/2021 15:02
633,8177,5/15/2020 21:29
634,2330,12/14/2020 20:38
635,4759,1/23/2020 12:58
636,7316,5/18/2020 0:13
637,1258,10/19/2020 9:24
638,736,1/18/2021 9:42
639,68,2/3/2021 11:16
640,9103,4/8/2020 13:01
641,391,12/21/2020 2:10
642,3935,8/13/2020 14:36
643,2998,3/31/2021 22:14
644,5479,2/18/2020 8:31
645,7927,5/19/2020 4:47
646,126,6/21/2021 20:58
647,462,1/15/2020 2:15
648,4619,2/15/2021 8:45
649,2928,6/18/2020 4:17
650,5833,3/10/2021 5:51
651,927,10/4/2021 3:31
652,4527,9/23/2021 4:38
653,3348,2/9/2021 23:08
654,2749,12/19/2020 1:14
655,6297,11/15/2021 8:33
656,5595,10/7/2020 0:37
657,9936,8/10/2021 8:50
658,4809,10/31/2020 5:45
659,8304,2/25/2020 7:01
660,2781,11/29/2020 1:17
661,7273,7/11/2021 7:09
662,8073,6/16/2020 5:42
663,1365,9/24/2021 11:34
664,7908,2/19/2020 13:19
665,1824,3/23/2020 18:21
666,61,9/16/2020 3:29
667,3580,10/5/2021 18:13
668,7903,1/15/2021 22:48
669,3164,6/19/2020 20:01
670,5079,5/12/2020 11:20
671,1442,5/10/2021 5:44
672,2033,7/14/2020 13:28
673,3413,2/9/2021 15:49
674,5038,3/18/2020 16:56
675,2090,3/3/2021 14:11
676,9001,5/24/2020 0:45
677,3495,9/18/2020 18:43
678,4859,2/10/2020 17:18
679,3307,9/5/2020 17:26
680,7166,1/28/2020 6:04
681,7468,9/21/2021 15:20
682,6031,7/30/2020 4:52
683,954,7/23/2020 12:10
684,1705,1/16/2021 4:49
685,602,3/11/2021 9:26
686,8813,11/9/2020 6:05
687,1861,9/11/2021 10:28
688,3181,10/11/2020 22:33
689,5416,6/20/2021 23:46
690,3296,8/5/2020 4:26
691,177,8/15/2021 6:57
692,9817,4/8/2021 5:19
693,6519,7/14/2020 2:52
694,2019,1/8/2021 18:58
695,3870,6/1/2020 0:28
696,3474,7/12/2021 22:56
697,6902,2/15/2021 3:31
698,3559,2/22/2020 14:26
699,3434,8/26/2021 3:53
700,9300,8/18/2020 8:34
701,1375,11/9/2020 11:40
702,7470,2/14/2020 16:48
703,2592,12/25/2020 13:16
704,4256,9/24/2020 22:03
705,2908,12/28/2021 1:27
706,3798,1/24/2021 4:18
707,9212,9/2/2020 22:14
708,2387,10/26/2021 16:40
709,7058,11/11/2021 3:35
710,2964,1/20/2020 17:34
711,6227,7/12/2020 4:24
712,8888,2/12/2021 4:12
713,6398,12/29/2020 6:43
714,9746,5/21/2020 22:21
715,9618,6/8/2020 1:03
716,8283,9/15/2020 20:33
717,4016,2/11/2020 5:09
718,9357,2/4/2021 16:00
719,2668,12/8/2020 4:24
720,4602,6/15/2020 7:24
721,8229,1/15/2021 2:21
722,7066,11/11/2020 1:46
723,7585,12/16/2020 8:14
724,976,11/2/2020 16:43
725,8994,10/30/2020 19:09
726,7088,6/3/2020 14:53
727,4304,4/5/2021 23:49
728,5233,5/23/2021 19:42
729,3169,1/15/2021 5:51
730,5114,9/9/2020 15:28
731,4664,8/4/2021 20:01
732,9228,12/16/2021 5:48
733,8699,6/30/2020 12:41
734,1482,11/28/2021 12:26
735,4836,2/5/2020 4:29
736,8803,7/11/2021 17:55
737,206,11/20/2020 18:31
738,2941,9/17/2020 4:07
739,1427,3/3/2020 1:55
740,1405,9/18/2021 23:16
741,2171,7/4/2021 5:00
742,7912,3/19/2021 4:47
743,3448,4/29/2020 0:44
744,9082,7/8/2021 22:00
745,2223,5/6/2021 7:00
746,3623,2/5/2020 17:25
747,4255,7/10/2020 11:03
748,9649,4/20/2020 6:15
749,1809,12/30/2020 6:23
750,399,8/28/2021 8:00
751,7064,12/14/2020 10:56
752,2354,9/25/2021 12:48
753,1732,9/13/2020 14:52
754,6479,8/24/2021 9:36
755,1542,8/31/2020 23:40
756,6704,6/27/2020 21:29
757,8612,5/19/2020 9:52
758,7201,6/5/2020 6:26
759,2138,12/23/2021 23:17
760,1146,3/11/2020 11:25
761,5747,1/21/2021 5:57
762,8205,2/16/2021 3:34
763,8662,5/25/2021 15:41
764,5500,3/20/2020 11:40
765,2976,11/14/2021 7:36
766,3415,11/23/2021 4:58
767,8809,12/31/2020 21:20
768,8364,7/14/2020 9:11
769,2516,8/15/2020 15:21
770,5789,4/15/2020 5:06
771,1326,1/4/2021 0:36
772,7006,10/1/2020 6:04
773,2076,10/24/2021 23:43
774,60,7/20/2020 9:36
775,6364,6/5/2021 1:22
776,1711,11/6/2020 23:44
777,7603,12/17/2020 6:31
778,1864,9/8/2020 15:53
779,2297,5/13/2021 17:54
780,515,9/29/2021 16:42
781,4303,8/24/2020 21:44
782,5129,10/31/2020 16:28
783,9,12/8/2021 10:47
784,9369,11/27/2020 2:26
785,7693,7/3/2021 17:59
786,9816,9/3/2020 15:05
787,5106,3/10/2020 17:30
788,6613,1/4/2020 6:54
789,4356,4/24/2021 4:04
790,52,9/21/2021 21:34
791,9630,7/16/2020 16:59
792,7958,3/30/2020 8:43
793,7778,12/27/2020 10:59
794,254,7/12/2020 16:44
795,5572,9/30/2020 18:09
796,8192,11/9/2021 18:39
797,3611,9/28/2021 11:55
798,5230,9/24/2020 8:34
799,9280,9/23/2020 4:43
800,4837,10/31/2021 17:01
801,8985,10/1/2021 3:05
802,8292,3/2/2021 17:13
803,3392,11/30/2021 2:41
804,6259,8/23/2021 4:30
805,7073,7/5/2021 20:38
806,6687,6/21/2021 13:15
807,9475,12/25/2020 17:18
808,9413,12/11/2021 8:07
809,4541,11/25/2021 10:09
810,410,7/11/2020 0:19
811,8602,4/4/2020 15:05
812,5688,4/19/2020 9:53
813,3371,11/1/2021 8:13
814,218,11/20/2021 9:22
815,8517,8/27/2020 0:00
816,1973,1/17/2020 5:38
817,1032,6/29/2020 17:49
818,6785,12/5/2021 17:24
819,101,10/21/2020 5:53
820,2728,10/1/2020 3:50
821,851,9/12/2021 16:50
822,4309,11/22/2021 0:08
823,1580,11/19/2020 17:01
824,5383,3/27/2021 8:59
825,6473,2/12/2021 22:55
826,2246,2/14/2020 2:57
827,1632,10/16/2021 15:17
828,5,4/30/2021 20:47
829,149,12/22/2020 8:30
830,9174,1/4/2020 8:34
831,7400,1/17/2021 23:58
832,9513,1/6/2020 10:35
833,9772,3/25/2020 2:59
834,1454,9/22/2020 14:07
835,2859,7/9/2021 13:45
836,1603,10/3/2021 12:15
837,289,2/29/2020 6:14
838,6681,7/6/2020 19:33
839,9383,6/25/2021 7:49
840,6282,11/6/2021 12:03
841,2570,7/12/2020 11:27
842,3268,3/30/2021 1:18
843,6587,2/23/2021 21:53
844,2274,7/30/2020 7:53
845,5490,8/10/2021 4:01
846,4986,4/1/2021 22:45
847,6407,1/18/2020 20:50
848,9193,8/1/2020 1:54
849,9019,12/29/2020 21:02
850,505,8/13/2020 8:25
851,7448,3/31/2021 21:11
852,4352,11/15/2020 8:49
853,4465,3/22/2020 18:14
854,9919,8/18/2020 8:41
855,6294,1/2/2021 18:57
856,2205,8/30/2021 14:51
857,2469,11/15/2021 0:24
858,9562,10/19/2021 12:09
859,1211,11/15/2020 13:06
860,1290,12/26/2021 4:20
861,3581,5/6/2020 1:10
862,9984,12/23/2020 23:38
863,867,7/19/2021 20:44
864,2007,1/5/2020 22:21
865,5567,5/29/2020 20:55
866,9059,12/8/2021 10:22
867,2221,9/23/2021 18:17
868,9794,6/13/2020 5:06
869,8962,2/4/2021 1:22
870,6610,8/13/2021 22:59
871,6716,9/20/2020 22:46
872,1641,3/21/2020 23:55
873,7923,8/12/2021 0:06
874,121,8/19/2021 16:30
875,7093,1/7/2020 23:23
876,9848,1/4/2020 14:23
877,2911,4/28/2021 9:45
